"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","EXP_AB","ATTENTION_FAILURES","trial","responses","view_history","actor","target_emotion"
"custom-labels-response","479","1616752","0.0-17.0-3.22","3856.7000000476837","","anticipating","","","","","tom-labels","","","M6","anticipating"
"html-keyboard-response","480","1617763","0.0-17.0-0.23","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","481","1622228","0.0-17.0-1.23","","","","","","","","","","","",""
"image-keyboard-response","482","1622741","0.0-17.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","483","1626200","0.0-17.0-3.23","3457.600000023842","","interested","","","","","tom-labels","","","F2","interested"
"html-keyboard-response","484","1627215","0.0-17.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","485","1631659","0.0-17.0-1.24","","","","","","","","","","","",""
"image-keyboard-response","486","1632172","0.0-17.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","487","1636073","0.0-17.0-3.24","3900.100000023842","","confused","","","","","tom-labels","","","M4","confused"
"html-keyboard-response","488","1637089","0.0-17.0-0.25","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","489","1641745","0.0-17.0-1.25","","","","","","","","","","","",""
"image-keyboard-response","490","1642257","0.0-17.0-2.25","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","491","1644896","0.0-17.0-3.25","2637.2000000476837","","encouraging","","","","","tom-labels","","","M2","encouraging"
"html-keyboard-response","492","1645910","0.0-17.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","493","1650337","0.0-17.0-1.26","","","","","","","","","","","",""
"image-keyboard-response","494","1650841","0.0-17.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","495","1653561","0.0-17.0-3.26","2718.8000000715256","","stern","","","","","tom-labels","","","F4","stern"
"html-keyboard-response","496","1654566","0.0-17.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","497","1659024","0.0-17.0-1.27","","","","","","","","","","","",""
"image-keyboard-response","498","1659538","0.0-17.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","499","1663585","0.0-17.0-3.27","4045.399999976158","","preoccupied","","","","","tom-labels","","","M5","preoccupied"
"html-keyboard-response","500","1664600","0.0-17.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","501","1668887","0.0-17.0-1.28","","","","","","","","","","","",""
"image-keyboard-response","502","1669393","0.0-17.0-2.28","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","503","1675768","0.0-17.0-3.28","6373.700000047684","","fearful","","","","","tom-labels","","","F3","fearful"
"html-keyboard-response","504","1676776","0.0-17.0-0.29","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","505","1681597","0.0-17.0-1.29","","","","","","","","","","","",""
"image-keyboard-response","506","1682105","0.0-17.0-2.29","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","507","1688601","0.0-17.0-3.29","6494.600000023842","","terrified","","","","","tom-labels","","","M5","terrified"
"html-keyboard-response","508","1689611","0.0-17.0-0.30","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","509","1694311","0.0-17.0-1.30","","","","","","","","","","","",""
"image-keyboard-response","510","1694824","0.0-17.0-2.30","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","511","1698229","0.0-17.0-3.30","3403.7999999523163","","suspicious","","","","","tom-labels","","","M5","suspicious"
"html-keyboard-response","512","1699237","0.0-17.0-0.31","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","513","1703750","0.0-17.0-1.31","","","","","","","","","","","",""
"image-keyboard-response","514","1704256","0.0-17.0-2.31","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","515","1707888","0.0-17.0-3.31","3631.4000000953674","","thoughtful","","","","","tom-labels","","","F5","thoughtful"
"html-button-response","516","1758860","0.0-18.0","50970.60000002384","You have completed the second part of the experiment.<br> Please take a five-minute break before moving on to the next trial.<p> Feel free to walk around the room and stretch. However, please make sure to return to the task<br> within 5 minutes, as extended delays may result in automatic withdrawal from the study.<br>Press <b>Continue</b> to proceed with the experiment.<p><span id=""clock"">5:00</span>","0","","","","","","","","",""
"instructions","517","1774625","0.0-19.0","15763.599999904633","","","","","","","","","[{""page_index"":0,""viewing_time"":3474.899999976158},{""page_index"":1,""viewing_time"":9911.899999976158},{""page_index"":2,""viewing_time"":2376.399999976158}]","",""
"html-keyboard-response","518","1775635","0.0-20.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","519","1780514","0.0-20.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","520","1781028","0.0-20.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","521","1785056","0.0-20.0-3.0","4027.100000023842","","suspicious","","","","","tom-labels","","","F6","suspicious"
"html-keyboard-response","522","1786066","0.0-20.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","523","1790472","0.0-20.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","524","1790980","0.0-20.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","525","1794056","0.0-20.0-3.1","3074.399999976158","","serious","","","","","tom-labels","","","F5","serious"
"html-keyboard-response","526","1795066","0.0-20.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","527","1799569","0.0-20.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","528","1800075","0.0-20.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","529","1804856","0.0-20.0-3.2","4780.200000047684","","distrustful","","","","","tom-labels","","","F2","curious"
"html-keyboard-response","530","1805869","0.0-20.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","531","1810721","0.0-20.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","532","1811227","0.0-20.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","533","1815848","0.0-20.0-3.3","4619.199999928474","","depressed","","","","","tom-labels","","","M6","depressed"
"html-keyboard-response","534","1816856","0.0-20.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","535","1821276","0.0-20.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","536","1821792","0.0-20.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","537","1824785","0.0-20.0-3.4","2992","","doubtful","","","","","tom-labels","","","M2","doubtful"
"html-keyboard-response","538","1825799","0.0-20.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","539","1830576","0.0-20.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","540","1831089","0.0-20.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","541","1838601","0.0-20.0-3.5","7509.799999952316","","uneasy","","","","","tom-labels","","","M6","relieved"
"html-keyboard-response","542","1839608","0.0-20.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","543","1844349","0.0-20.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","544","1844861","0.0-20.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","545","1848168","0.0-20.0-3.6","3304.5","","hostile","","","","","tom-labels","","","F6","hostile"
"html-keyboard-response","546","1849171","0.0-20.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","547","1853446","0.0-20.0-1.7","","","","","","","","","","","",""
"image-keyboard-response","548","1853957","0.0-20.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","549","1857600","0.0-20.0-3.7","3641.600000023842","","fascinated","","","","","tom-labels","","","M1","fascinated"
"html-keyboard-response","550","1858606","0.0-20.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","551","1863336","0.0-20.0-1.8","","","","","","","","","","","",""
"image-keyboard-response","552","1863842","0.0-20.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","553","1868457","0.0-20.0-3.8","4613.299999952316","","dominant","","","","","tom-labels","","","F4","irritated"
"html-keyboard-response","554","1869474","0.0-20.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","555","1874424","0.0-20.0-1.9","","","","","","","","","","","",""
"image-keyboard-response","556","1874943","0.0-20.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","557","1879480","0.0-20.0-3.9","4535.399999976158","","impatient","","","","","tom-labels","","","M6","despondent"
"html-keyboard-response","558","1880490","0.0-20.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","559","1884824","0.0-20.0-1.10","","","","","","","","","","","",""
"image-keyboard-response","560","1885341","0.0-20.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","561","1888840","0.0-20.0-3.10","3497.600000023842","","confused","","","","","tom-labels","","","F3","alarmed"
"html-keyboard-response","562","1889844","0.0-20.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","563","1894526","0.0-20.0-1.11","","","","","","","","","","","",""
"image-keyboard-response","564","1895038","0.0-20.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","565","1896816","0.0-20.0-3.11","1777.3999999761581","","embarrassed","","","","","tom-labels","","","F7","embarrassed"
"html-keyboard-response","566","1897822","0.0-20.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","567","1902578","0.0-20.0-1.12","","","","","","","","","","","",""
"image-keyboard-response","568","1903095","0.0-20.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","569","1910528","0.0-20.0-3.12","7431.399999976158","","insisting","","","","","tom-labels","","","M2","insisting"
"html-keyboard-response","570","1911538","0.0-20.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","571","1919955","0.0-20.0-1.13","","","","","","","","","","","",""
"image-keyboard-response","572","1920472","0.0-20.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","573","1924249","0.0-20.0-3.13","3775.600000023842","","accusing","","","","","tom-labels","","","F6","accusing"
"html-keyboard-response","574","1925252","0.0-20.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","575","1929836","0.0-20.0-1.14","","","","","","","","","","","",""
"image-keyboard-response","576","1930344","0.0-20.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","577","1933016","0.0-20.0-3.14","2670.4000000953674","","apologetic","","","","","tom-labels","","","F7","apologetic"
"html-keyboard-response","578","1934018","0.0-20.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","579","1938494","0.0-20.0-1.15","","","","","","","","","","","",""
"image-keyboard-response","580","1939008","0.0-20.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","581","1942081","0.0-20.0-3.15","3071.600000023842","","relaxed","","","","","tom-labels","","","F2","relaxed"
"html-keyboard-response","582","1943085","0.0-20.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","583","1947487","0.0-20.0-1.16","","","","","","","","","","","",""
"image-keyboard-response","584","1947995","0.0-20.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","585","1951344","0.0-20.0-3.16","3347.5","","impatient","","","","","tom-labels","","","F8","jealous"
"html-keyboard-response","586","1952349","0.0-20.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","587","1956897","0.0-20.0-1.17","","","","","","","","","","","",""
"image-keyboard-response","588","1957409","0.0-20.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","589","1959993","0.0-20.0-3.17","2582.1999999284744","","offended","","","","","tom-labels","","","F2","nervous"
"html-keyboard-response","590","1961005","0.0-20.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","591","1965356","0.0-20.0-1.18","","","","","","","","","","","",""
"image-keyboard-response","592","1965875","0.0-20.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","593","1969585","0.0-20.0-3.18","3708.5","","doubtful","","","","","tom-labels","","","F3","sarcastic"
"html-keyboard-response","594","1970601","0.0-20.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","595","1975007","0.0-20.0-1.19","","","","","","","","","","","",""
"image-keyboard-response","596","1975524","0.0-20.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","597","1979880","0.0-20.0-3.19","4355","","intrigued","","","","","tom-labels","","","M3","imploring"
"html-keyboard-response","598","1980884","0.0-20.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","599","1985548","0.0-20.0-1.20","","","","","","","","","","","",""
"image-keyboard-response","600","1986063","0.0-20.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","601","1992057","0.0-20.0-3.20","5992.399999976158","","tentative","","","","","tom-labels","","","F5","perplexed"
"html-keyboard-response","602","1993070","0.0-20.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","603","1997332","0.0-20.0-1.21","","","","","","","","","","","",""
"image-keyboard-response","604","1997842","0.0-20.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","605","2005456","0.0-20.0-3.21","7612.600000023842","","incredulous","","","","","tom-labels","","","F3","incredulous"
"html-keyboard-response","606","2006459","0.0-20.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","607","2010288","0.0-20.0-1.22","","","","","","","","","","","",""
"image-keyboard-response","608","2010793","0.0-20.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","609","2015297","0.0-20.0-3.22","4502.100000023842","","relaxed","","","","","tom-labels","","","M1","relaxed"
"html-keyboard-response","610","2016312","0.0-20.0-0.23","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","611","2020950","0.0-20.0-1.23","","","","","","","","","","","",""
"image-keyboard-response","612","2021458","0.0-20.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","613","2027704","0.0-20.0-3.23","6244.800000071526","","horrified","","","","","tom-labels","","","F8","horrified"
"html-keyboard-response","614","2028709","0.0-20.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","615","2033007","0.0-20.0-1.24","","","","","","","","","","","",""
"image-keyboard-response","616","2033514","0.0-20.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","617","2035649","0.0-20.0-3.24","2133.100000023842","","indecisive","","","","","tom-labels","","","F3","indecisive"
"html-keyboard-response","618","2036656","0.0-20.0-0.25","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","619","2040917","0.0-20.0-1.25","","","","","","","","","","","",""
"image-keyboard-response","620","2041422","0.0-20.0-2.25","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","621","2046017","0.0-20.0-3.25","4592.600000023842","","fascinated","","","","","tom-labels","","","F3","fascinated"
"html-keyboard-response","622","2047024","0.0-20.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","623","2051816","0.0-20.0-1.26","","","","","","","","","","","",""
"image-keyboard-response","624","2052326","0.0-20.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","625","2055523","0.0-20.0-3.26","3195.2000000476837","","nervous","","","","","tom-labels","","","M2","nervous"
"html-keyboard-response","626","2056539","0.0-20.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","627","2060995","0.0-20.0-1.27","","","","","","","","","","","",""
"image-keyboard-response","628","2061512","0.0-20.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","629","2066881","0.0-20.0-3.27","5368.200000047684","","contemplative","","","","","tom-labels","","","M4","contemplative"
"html-keyboard-response","630","2067886","0.0-20.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","631","2072378","0.0-20.0-1.28","","","","","","","","","","","",""
"image-keyboard-response","632","2072887","0.0-20.0-2.28","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","633","2075562","0.0-20.0-3.28","2673.0999999046326","","amused","","","","","tom-labels","","","F5","amused"
"html-keyboard-response","634","2076576","0.0-20.0-0.29","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","635","2080839","0.0-20.0-1.29","","","","","","","","","","","",""
"image-keyboard-response","636","2081358","0.0-20.0-2.29","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","637","2082697","0.0-20.0-3.29","1338.3999999761581","","offended","","","","","tom-labels","","","F3","offended"
"html-keyboard-response","638","2083709","0.0-21.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","639","2088463","0.0-21.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","640","2088978","0.0-21.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","641","2092121","0.0-21.0-3.0","3141.7000000476837","","click","","","","","attention-check","","","F6","contemplative"
"html-keyboard-response","642","2093138","0.0-23.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","643","2097669","0.0-23.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","644","2098176","0.0-23.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","645","2100761","0.0-23.0-3.0","2583.899999976158","","joking","","","","","tom-labels","","","F5","joking"
"html-keyboard-response","646","2101773","0.0-23.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","647","2106157","0.0-23.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","648","2106663","0.0-23.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","649","2109753","0.0-23.0-3.1","3088.399999976158","","assertive","","","","","tom-labels","","","M3","assertive"
"html-keyboard-response","650","2110762","0.0-23.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","651","2115175","0.0-23.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","652","2115692","0.0-23.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","653","2119793","0.0-23.0-3.2","4099.5","","grateful","","","","","tom-labels","","","F2","fantasizing"
"html-keyboard-response","654","2120806","0.0-23.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","655","2125312","0.0-23.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","656","2125823","0.0-23.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","657","2131633","0.0-23.0-3.3","5808.800000071526","","eager","","","","","tom-labels","","","F2","confident"
"html-keyboard-response","658","2132637","0.0-23.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","659","2136960","0.0-23.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","660","2137468","0.0-23.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","661","2143089","0.0-23.0-3.4","5619.299999952316","","intrigued","","","","","tom-labels","","","F3","earnest"
"html-keyboard-response","662","2144096","0.0-23.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","663","2148722","0.0-23.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","664","2149236","0.0-23.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","665","2155057","0.0-23.0-3.5","5819.299999952316","","flustered","","","","","tom-labels","","","M4","flustered"
"html-keyboard-response","666","2156073","0.0-23.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","667","2160689","0.0-23.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","668","2161207","0.0-23.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","669","2169193","0.0-23.0-3.6","7984.300000071526","","disappointed","","","","","tom-labels","","","M4","anxious"
"html-keyboard-response","670","2170223","0.0-23.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","671","2174775","0.0-23.0-1.7","","","","","","","","","","","",""
"image-keyboard-response","672","2175292","0.0-23.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","673","2178569","0.0-23.0-3.7","3275.2999999523163","","confused","","","","","tom-labels","","","F8","confused"
"html-keyboard-response","674","2179571","0.0-23.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","675","2184036","0.0-23.0-1.8","","","","","","","","","","","",""
"image-keyboard-response","676","2184546","0.0-23.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","677","2187833","0.0-23.0-3.8","3284.5","","indifferent","","","","","tom-labels","","","F4","indifferent"
"html-keyboard-response","678","2188840","0.0-23.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","679","2192957","0.0-23.0-1.9","","","","","","","","","","","",""
"image-keyboard-response","680","2193476","0.0-23.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","681","2197465","0.0-23.0-3.9","3986.899999976158","","confident","","","","","tom-labels","","","M1","confident"
"html-keyboard-response","682","2198473","0.0-23.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","683","2203246","0.0-23.0-1.10","","","","","","","","","","","",""
"image-keyboard-response","684","2203760","0.0-23.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","685","2205184","0.0-23.0-3.10","1422.7000000476837","","flirtatious","","","","","tom-labels","","","M2","flirtatious"
"html-keyboard-response","686","2206192","0.0-23.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","687","2210706","0.0-23.0-1.11","","","","","","","","","","","",""
"image-keyboard-response","688","2211216","0.0-23.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","689","2214809","0.0-23.0-3.11","3591.5","","cautious","","","","","tom-labels","","","M2","cautious"
"html-keyboard-response","690","2215821","0.0-23.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","691","2220125","0.0-23.0-1.12","","","","","","","","","","","",""
"image-keyboard-response","692","2220632","0.0-23.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","693","2224441","0.0-23.0-3.12","3807.600000023842","","hopeful","","","","","tom-labels","","","F3","insisting"
"html-keyboard-response","694","2225457","0.0-23.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","695","2230371","0.0-23.0-1.13","","","","","","","","","","","",""
"image-keyboard-response","696","2230876","0.0-23.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","697","2234128","0.0-23.0-3.13","3250.6999999284744","","contented","","","","","tom-labels","","","M5","contented"
"html-keyboard-response","698","2235142","0.0-23.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","699","2239826","0.0-23.0-1.14","","","","","","","","","","","",""
"image-keyboard-response","700","2240332","0.0-23.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","701","2243242","0.0-23.0-3.14","2907.100000023842","","convinced","","","","","tom-labels","","","F4","convinced"
"html-keyboard-response","702","2244258","0.0-23.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","703","2248801","0.0-23.0-1.15","","","","","","","","","","","",""
"image-keyboard-response","704","2249312","0.0-23.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","705","2256321","0.0-23.0-3.15","7007.899999976158","","hopeful","","","","","tom-labels","","","F2","hopeful"
"html-keyboard-response","706","2257328","0.0-23.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","707","2262099","0.0-23.0-1.16","","","","","","","","","","","",""
"image-keyboard-response","708","2262613","0.0-23.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","709","2268385","0.0-23.0-3.16","5770.399999976158","","uneasy","","","","","tom-labels","","","F7","threatening"
"html-keyboard-response","710","2269393","0.0-23.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","711","2274034","0.0-23.0-1.17","","","","","","","","","","","",""
"image-keyboard-response","712","2274546","0.0-23.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","713","2278514","0.0-23.0-3.17","3965.399999976158","","tentative","","","","","tom-labels","","","F4","defiant"
"html-keyboard-response","714","2279525","0.0-23.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","715","2284025","0.0-23.0-1.18","","","","","","","","","","","",""
"image-keyboard-response","716","2284530","0.0-23.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","717","2287545","0.0-23.0-3.18","3013","","distrustful","","","","","tom-labels","","","M2","distrustful"
"html-keyboard-response","718","2288557","0.0-23.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","719","2293038","0.0-23.0-1.19","","","","","","","","","","","",""
"image-keyboard-response","720","2293547","0.0-23.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","721","2295098","0.0-23.0-3.19","1549.2000000476837","","thoughtful","","","","","tom-labels","","","M2","thoughtful"
"html-keyboard-response","722","2296099","0.0-23.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","723","2300509","0.0-23.0-1.20","","","","","","","","","","","",""
"image-keyboard-response","724","2301021","0.0-23.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","725","2304025","0.0-23.0-3.20","3001.4000000953674","","friendly","","","","","tom-labels","","","M5","friendly"
"html-keyboard-response","726","2305042","0.0-23.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","727","2309535","0.0-23.0-1.21","","","","","","","","","","","",""
"image-keyboard-response","728","2310048","0.0-23.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","729","2314177","0.0-23.0-3.21","4127.100000023842","","fearful","","","","","tom-labels","","","M5","fearful"
"html-keyboard-response","730","2315193","0.0-23.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
