"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","EXP_AB","ATTENTION_FAILURES","trial","responses","view_history","x","y","actor","target_emotion"
"html-custom-grid-response","366","2020664","0.0-13.0-3.25","5395","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-2","-89","M6","reflective"
"html-keyboard-response","367","2021670","0.0-13.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","368","2028008","0.0-13.0-1.26","","","","","","","","","","","","","",""
"image-keyboard-response","369","2028519","0.0-13.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","370","2032300","0.0-13.0-3.26","3505","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-76","-40","F4","affectionate"
"html-keyboard-response","371","2033307","0.0-13.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","372","2039609","0.0-13.0-1.27","","","","","","","","","","","","","",""
"image-keyboard-response","373","2040125","0.0-13.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","374","2043626","0.0-13.0-3.27","3133","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-68","2","M3","apologetic"
"html-keyboard-response","375","2044639","0.0-13.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","376","2050890","0.0-13.0-1.28","","","","","","","","","","","","","",""
"image-keyboard-response","377","2051405","0.0-13.0-2.28","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","378","2052772","0.0-13.0-3.28","1119","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","124","114","M1","fascinated"
"html-keyboard-response","379","2053784","0.0-13.0-0.29","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","380","2059731","0.0-13.0-1.29","","","","","","","","","","","","","",""
"image-keyboard-response","381","2060245","0.0-13.0-2.29","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","382","2062164","0.0-13.0-3.29","1666","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-72","69","M5","fearful"
"html-keyboard-response","383","2063177","0.0-14.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","384","2068251","0.0-14.0-1.0","","","","","","","","","","","","","",""
"image-keyboard-response","385","2068764","0.0-14.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response-ac","386","2072294","0.0-14.0-3.0","2633","If you are paying attention, please click anywhere in the <span style='color: #ff0000;'><strong>top left quadrant</strong></span>.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","attention-check","","","-77","65","M4","worried"
"html-keyboard-response","387","2073303","0.0-16.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","388","2080449","0.0-16.0-1.0","","","","","","","","","","","","","",""
"image-keyboard-response","389","2080959","0.0-16.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","390","2083704","0.0-16.0-3.0","2121","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-42","-63","M6","irritated"
"html-keyboard-response","391","2084706","0.0-16.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","392","2090828","0.0-16.0-1.1","","","","","","","","","","","","","",""
"image-keyboard-response","393","2091343","0.0-16.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","394","2101712","0.0-16.0-3.1","10233","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-61","41","F8","jealous"
"html-keyboard-response","395","2102719","0.0-16.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","396","2109651","0.0-16.0-1.2","","","","","","","","","","","","","",""
"image-keyboard-response","397","2110166","0.0-16.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","398","2111914","0.0-16.0-3.2","1453","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-3","-65","F3","insisting"
"html-keyboard-response","399","2112922","0.0-16.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","400","2119720","0.0-16.0-1.3","","","","","","","","","","","","","",""
"image-keyboard-response","401","2120226","0.0-16.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","402","2122961","0.0-16.0-3.3","2529","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-1","-64","M6","serious"
"html-keyboard-response","403","2123966","0.0-16.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","404","2130193","0.0-16.0-1.4","","","","","","","","","","","","","",""
"image-keyboard-response","405","2130701","0.0-16.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","406","2133874","0.0-16.0-3.4","2874","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-3","-145","F4","convinced"
"html-keyboard-response","407","2134877","0.0-16.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","408","2141649","0.0-16.0-1.5","","","","","","","","","","","","","",""
"image-keyboard-response","409","2142159","0.0-16.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","410","2144833","0.0-16.0-3.5","2370","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-1","-82","M4","hopeful"
"html-keyboard-response","411","2145837","0.0-16.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","412","2152287","0.0-16.0-1.6","","","","","","","","","","","","","",""
"image-keyboard-response","413","2152796","0.0-16.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","414","2157337","0.0-16.0-3.6","4227","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-2","2","M4","concerned"
"html-keyboard-response","415","2158344","0.0-16.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","416","2164610","0.0-16.0-1.7","","","","","","","","","","","","","",""
"image-keyboard-response","417","2165117","0.0-16.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","418","2168227","0.0-16.0-3.7","2941","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-95","58","M5","earnest"
"html-keyboard-response","419","2169239","0.0-16.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","420","2176830","0.0-16.0-1.8","","","","","","","","","","","","","",""
"image-keyboard-response","421","2177342","0.0-16.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","422","2178518","0.0-16.0-3.8","926","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-95","68","M2","insulting"
"html-keyboard-response","423","2179533","0.0-16.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","424","2185967","0.0-16.0-1.9","","","","","","","","","","","","","",""
"image-keyboard-response","425","2186475","0.0-16.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","426","2187655","0.0-16.0-3.9","1031","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-63","-78","F5","intrigued"
"html-keyboard-response","427","2188671","0.0-16.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","428","2194574","0.0-16.0-1.10","","","","","","","","","","","","","",""
"image-keyboard-response","429","2195089","0.0-16.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","430","2198123","0.0-16.0-3.10","2905","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-25","124","M5","contented"
"html-keyboard-response","431","2199135","0.0-16.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","432","2206096","0.0-16.0-1.11","","","","","","","","","","","","","",""
"image-keyboard-response","433","2206612","0.0-16.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","434","2211191","0.0-16.0-3.11","4404","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-27","50","M1","arrogant"
"html-keyboard-response","435","2212199","0.0-16.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","436","2217003","0.0-16.0-1.12","","","","","","","","","","","","","",""
"image-keyboard-response","437","2217507","0.0-16.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","438","2219157","0.0-16.0-3.12","1465","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-28","-91","F2","despondent"
"html-keyboard-response","439","2220166","0.0-16.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","440","2227139","0.0-16.0-1.13","","","","","","","","","","","","","",""
"image-keyboard-response","441","2227648","0.0-16.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","442","2231460","0.0-16.0-3.13","3550","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-92","-63","F6","hostile"
"html-keyboard-response","443","2232465","0.0-16.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","444","2238796","0.0-16.0-1.14","","","","","","","","","","","","","",""
"image-keyboard-response","445","2239305","0.0-16.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","446","2240631","0.0-16.0-3.14","1045","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-93","41","F5","disappointed"
"html-keyboard-response","447","2241635","0.0-16.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","448","2248286","0.0-16.0-1.15","","","","","","","","","","","","","",""
"image-keyboard-response","449","2248793","0.0-16.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","450","2250029","0.0-16.0-3.15","903","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","98","83","M1","confident"
"html-keyboard-response","451","2251034","0.0-16.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","452","2257160","0.0-16.0-1.16","","","","","","","","","","","","","",""
"image-keyboard-response","453","2257671","0.0-16.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","454","2259999","0.0-16.0-3.16","2069","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-1","-145","M6","relieved"
"html-keyboard-response","455","2261001","0.0-16.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","456","2268164","0.0-16.0-1.17","","","","","","","","","","","","","",""
"image-keyboard-response","457","2268679","0.0-16.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","458","2270878","0.0-16.0-3.17","1843","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-58","-133","M6","depressed"
"html-keyboard-response","459","2271885","0.0-16.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","460","2278846","0.0-16.0-1.18","","","","","","","","","","","","","",""
"image-keyboard-response","461","2279357","0.0-16.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","462","2282034","0.0-16.0-3.18","2501","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-64","120","M5","enthused"
"html-keyboard-response","463","2283043","0.0-16.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","464","2289636","0.0-16.0-1.19","","","","","","","","","","","","","",""
"image-keyboard-response","465","2290145","0.0-16.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","466","2291445","0.0-16.0-3.19","1108","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-22","-127","M4","contemplative"
"html-keyboard-response","467","2292448","0.0-16.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","468","2297862","0.0-16.0-1.20","","","","","","","","","","","","","",""
"image-keyboard-response","469","2298376","0.0-16.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","470","2301028","0.0-16.0-3.20","2442","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","38","-118","F2","reflective"
"html-keyboard-response","471","2302037","0.0-16.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","472","2308237","0.0-16.0-1.21","","","","","","","","","","","","","",""
"image-keyboard-response","473","2308745","0.0-16.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","474","2324409","0.0-16.0-3.21","15581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-52","-89","F7","embarrassed"
"html-keyboard-response","475","2325416","0.0-16.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","476","2331472","0.0-16.0-1.22","","","","","","","","","","","","","",""
"image-keyboard-response","477","2331989","0.0-16.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","478","2333320","0.0-16.0-3.22","1223","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","144","139","F5","joking"
"html-keyboard-response","479","2334323","0.0-16.0-0.23","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","480","2340581","0.0-16.0-1.23","","","","","","","","","","","","","",""
"image-keyboard-response","481","2341100","0.0-16.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","482","2345345","0.0-16.0-3.23","3919","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-75","26","F3","distrustful"
"html-keyboard-response","483","2346353","0.0-16.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","484","2354021","0.0-16.0-1.24","","","","","","","","","","","","","",""
"image-keyboard-response","485","2354539","0.0-16.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","486","2425850","0.0-16.0-3.24","71063","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","3","3","F5","skeptical"
"html-keyboard-response","487","2426861","0.0-16.0-0.25","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","488","2433467","0.0-16.0-1.25","","","","","","","","","","","","","",""
"image-keyboard-response","489","2433975","0.0-16.0-2.25","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","490","2436962","0.0-16.0-3.25","2885","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-51","-74","F7","insulting"
"html-keyboard-response","491","2437976","0.0-16.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","492","2445559","0.0-16.0-1.26","","","","","","","","","","","","","",""
"image-keyboard-response","493","2446076","0.0-16.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","494","2447844","0.0-16.0-3.26","1517","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-36","-46","F3","doubtful"
"html-keyboard-response","495","2448854","0.0-16.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","496","2455788","0.0-16.0-1.27","","","","","","","","","","","","","",""
"image-keyboard-response","497","2456295","0.0-16.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","498","2457334","0.0-16.0-3.27","590","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-74","-18","F6","suspicious"
"html-keyboard-response","499","2458343","0.0-16.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","500","2465059","0.0-16.0-1.28","","","","","","","","","","","","","",""
"image-keyboard-response","501","2465568","0.0-16.0-2.28","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","502","2466951","0.0-16.0-3.28","751","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-74","46","M4","reassuring"
"html-keyboard-response","503","2467964","0.0-16.0-0.29","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","504","2474784","0.0-16.0-1.29","","","","","","","","","","","","","",""
"image-keyboard-response","505","2475292","0.0-16.0-2.29","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","506","2478198","0.0-16.0-3.29","2742","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-112","54","M3","threatening"
"html-keyboard-response","507","2479213","0.0-16.0-0.30","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","508","2486078","0.0-16.0-1.30","","","","","","","","","","","","","",""
"image-keyboard-response","509","2486597","0.0-16.0-2.30","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","510","2494099","0.0-16.0-3.30","7098","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","35","76","F6","contemplative"
"html-keyboard-response","511","2495112","0.0-16.0-0.31","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","512","2501508","0.0-16.0-1.31","","","","","","","","","","","","","",""
"image-keyboard-response","513","2502019","0.0-16.0-2.31","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","514","2503429","0.0-16.0-3.31","1042","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-45","-8","F4","assertive"
"html-button-response","515","2772415","0.0-17.0","268984","You have completed the second part of the experiment.<br> Please take a five-minute break before moving on to the next trial.<p> Feel free to walk around the room and stretch. However, please make sure to return to the task<br> within 5 minutes, as extended delays may result in automatic withdrawal from the study.<br>Press <b>Continue</b> to proceed with the experiment.<p><span id=""clock"">5:00</span>","0","","","","","","","","","","",""
"html-keyboard-response","516","2773430","0.0-18.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","517","2780013","0.0-18.0-1.0","","","","","","","","","","","","","",""
"image-keyboard-response","518","2780525","0.0-18.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","519","2783416","0.0-18.0-3.0","2716","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-72","8","F5","serious"
"html-keyboard-response","520","2784421","0.0-18.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","521","2790405","0.0-18.0-1.1","","","","","","","","","","","","","",""
"image-keyboard-response","522","2790910","0.0-18.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","523","2796734","0.0-18.0-3.1","5430","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-72","8","F8","desire"
"html-keyboard-response","524","2797740","0.0-18.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","525","2809205","0.0-18.0-1.2","","","","","","","","","","","","","",""
"image-keyboard-response","526","2809723","0.0-18.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","527","2813088","0.0-18.0-3.2","3222","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-114","7","F4","satisfied"
"html-keyboard-response","528","2814095","0.0-18.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","529","2820467","0.0-18.0-1.3","","","","","","","","","","","","","",""
"image-keyboard-response","530","2820978","0.0-18.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","531","2823544","0.0-18.0-3.3","2496","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-68","126","M5","terrified"
"html-keyboard-response","532","2824555","0.0-18.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","533","2829953","0.0-18.0-1.4","","","","","","","","","","","","","",""
"image-keyboard-response","534","2830465","0.0-18.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","535","2831969","0.0-18.0-3.4","659","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-93","67","M5","preoccupied"
"html-keyboard-response","536","2832980","0.0-18.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","537","2838723","0.0-18.0-1.5","","","","","","","","","","","","","",""
"image-keyboard-response","538","2839236","0.0-18.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","539","2841000","0.0-18.0-3.5","1633","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-93","-3","F7","threatening"
"html-keyboard-response","540","2842026","0.0-18.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","541","2848155","0.0-18.0-1.6","","","","","","","","","","","","","",""
"image-keyboard-response","542","2848660","0.0-18.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","543","2850999","0.0-18.0-3.6","2177","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-14","-120","F3","earnest"
"html-keyboard-response","544","2852012","0.0-18.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","545","2857513","0.0-18.0-1.7","","","","","","","","","","","","","",""
"image-keyboard-response","546","2858018","0.0-18.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","547","2860342","0.0-18.0-3.7","2032","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-64","-109","F2","baffled"
"html-keyboard-response","548","2861352","0.0-18.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","549","2866627","0.0-18.0-1.8","","","","","","","","","","","","","",""
"image-keyboard-response","550","2867143","0.0-18.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","551","2868398","0.0-18.0-3.8","1078","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-73","87","M5","interested"
"html-keyboard-response","552","2869404","0.0-18.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","553","2875621","0.0-18.0-1.9","","","","","","","","","","","","","",""
"image-keyboard-response","554","2876130","0.0-18.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
"html-custom-grid-response","555","2878022","0.0-18.0-3.9","1719","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","tom-grid","","","-101","38","F3","fascinated"
"html-keyboard-response","556","2879039","0.0-18.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","","","",""
"html-keyboard-response","557","2886382","0.0-18.0-1.10","","","","","","","","","","","","","",""
"image-keyboard-response","558","2886896","0.0-18.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","","","",""
