"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","trial","responses","view_history","x","y","actor","target_emotion"
"html-custom-grid-response","181","1526238","0.0-11.0-3.21","1755.2999999523163","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","73","78","",""
"html-keyboard-response","182","1527248","0.0-11.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","183","1531565","0.0-11.0-1.22","","","","","","","","","","","",""
"image-keyboard-response","184","1532069","0.0-11.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","185","1534445","0.0-11.0-3.22","1915.800000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","91","85","",""
"html-keyboard-response","186","1535455","0.0-11.0-0.23","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","187","1540611","0.0-11.0-1.23","","","","","","","","","","","",""
"image-keyboard-response","188","1541126","0.0-11.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","189","1546750","0.0-11.0-3.23","5191.300000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-126","113","",""
"html-keyboard-response","190","1547763","0.0-11.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","191","1552611","0.0-11.0-1.24","","","","","","","","","","","",""
"image-keyboard-response","192","1553117","0.0-11.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","193","1575056","0.0-11.0-3.24","21824.80000001192","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","83","42","",""
"html-keyboard-response","194","1576071","0.0-11.0-0.25","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","195","1581077","0.0-11.0-1.25","","","","","","","","","","","",""
"image-keyboard-response","196","1581587","0.0-11.0-2.25","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","197","1582636","0.0-11.0-3.25","798.8000000119209","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","48","55","",""
"html-keyboard-response","198","1583644","0.0-11.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","199","1588348","0.0-11.0-1.26","","","","","","","","","","","",""
"image-keyboard-response","200","1588850","0.0-11.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","201","1589675","0.0-11.0-3.26","753.1000000238419","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-70","-57","",""
"html-keyboard-response","202","1590684","0.0-11.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","203","1595413","0.0-11.0-1.27","","","","","","","","","","","",""
"image-keyboard-response","204","1595917","0.0-11.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","205","1597239","0.0-11.0-3.27","761","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","0","-57","",""
"html-keyboard-response","206","1598252","0.0-11.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","207","1602900","0.0-11.0-1.28","","","","","","","","","","","",""
"image-keyboard-response","208","1603401","0.0-11.0-2.28","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","209","1604273","0.0-11.0-3.28","701.3999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","79","-4","",""
"html-keyboard-response","210","1605280","0.0-11.0-0.29","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","211","1610392","0.0-11.0-1.29","","","","","","","","","","","",""
"image-keyboard-response","212","1610905","0.0-11.0-2.29","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","213","1612699","0.0-11.0-3.29","860.4000000357628","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-104","-85","",""
"html-keyboard-response","214","1613709","0.0-12.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","215","1620262","0.0-12.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","216","1620768","0.0-12.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","217","1728738","0.0-12.0-3.0","107131.59999996424","If you are paying attention, please click anywhere in the <strong>top left quadrant</strong>.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","attention-check","","","-57","67","9","guilty"
"html-keyboard-response","218","1729740","0.0-14.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","219","1735331","0.0-14.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","220","1735843","0.0-14.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","221","1739118","0.0-14.0-3.0","2768.399999976158","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","53","23","",""
"html-keyboard-response","222","1740128","0.0-14.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","223","1744891","0.0-14.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","224","1745407","0.0-14.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","225","1747326","0.0-14.0-3.1","1891.699999988079","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","116","-37","",""
"html-keyboard-response","226","1748336","0.0-14.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","227","1752776","0.0-14.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","228","1753279","0.0-14.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","229","1754258","0.0-14.0-3.2","852.8999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-104","96","",""
"html-keyboard-response","230","1755261","0.0-14.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","231","1760216","0.0-14.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","232","1760721","0.0-14.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","233","1762019","0.0-14.0-3.3","1163.5999999642372","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-104","77","",""
"html-keyboard-response","234","1763023","0.0-14.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","235","1767887","0.0-14.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","236","1768392","0.0-14.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","237","1771261","0.0-14.0-3.4","2782.300000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-91","23","",""
"html-keyboard-response","238","1772268","0.0-14.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","239","1778073","0.0-14.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","240","1778579","0.0-14.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","241","1779954","0.0-14.0-3.5","1006.8000000119209","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","116","95","",""
"html-keyboard-response","242","1780964","0.0-14.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","243","1785631","0.0-14.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","244","1786136","0.0-14.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","245","1788509","0.0-14.0-3.6","1643.199999988079","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-52","-15","",""
"html-keyboard-response","246","1789521","0.0-14.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","247","1794010","0.0-14.0-1.7","","","","","","","","","","","",""
"image-keyboard-response","248","1794512","0.0-14.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","249","1796153","0.0-14.0-3.7","1384.199999988079","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-73","53","",""
